
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

     353     23.570       0.0198956        7   ->    39  
     354     23.599       0.0601147       19   ->    44  
     355     23.599       0.0601910       19   ->    45  
     356     23.676       0.0224149       18   ->    44  
     357     23.676       0.0643445       17   ->    44  
     358     23.676       0.0643679       18   ->    45  
     359     23.676       0.0223845       17   ->    45  
     360     23.852       0.0155716        7   ->    40  
     361     24.009       0.0000554       16   ->    42  
     362     24.049       0.0783534       16   ->    43  
     363     24.270       0.0015883       10   ->    41  
     364     24.304       0.2458947       16   ->    44  
     365     24.304       0.2458432       16   ->    45  
     366     24.338       0.0017615       15   ->    42  
     367     24.338       0.0020447       14   ->    42  
     368     24.378       0.0052929       15   ->    43  
     369     24.378       0.0050081       14   ->    43  
     370     24.614       0.1420876       13   ->    42  
     371     24.633       0.0003517       15   ->    44  
     372     24.633       0.0404779       14   ->    44  
     373     24.633       0.0405005       15   ->    45  
     374     24.633       0.0003516       14   ->    45  
     375     24.654       0.0000939       13   ->    43  
     376     24.760       0.0000005        6   ->    36  
     377     24.847       0.0038709       29   ->    46  
     378     24.847       0.0038677       28   ->    46  
     379     24.909       0.2567900       13   ->    44  
     380     24.909       0.2565903       13   ->    45  
     381     24.961       0.0000279       12   ->    42  
     382     24.982       0.0073268        9   ->    41  
     383     24.982       0.0073113        8   ->    41  
     384     25.001       0.0506495       12   ->    43  
     385     25.041       0.0000000       27   ->    46  
     386     25.083       0.0690833        6   ->    37  
     387     25.099       0.0000000       26   ->    46  
     388     25.256       0.0565820       12   ->    44  
     389     25.257       0.0568394       12   ->    45  
     390     25.378       0.0031287       11   ->    42  
     391     25.399       0.0725306        5   ->    36  
     392     25.399       0.0731325        4   ->    36  
     393     25.418       0.0000018       11   ->    43  
     394     25.426       0.0000000        7   ->    41  
     395     25.673       0.0082273       11   ->    44  
     396     25.673       0.0082068       11   ->    45  
     397     25.722       0.0519288        5   ->    37  
     398     25.722       0.0511785        4   ->    37  
     399     25.776       0.7789319       25   ->    46  
     400     25.855       0.0045528        6   ->    38  
     401     25.856       0.0045698        6   ->    39  
     402     26.048       0.1451013        3   ->    36  
     403     26.102       0.0148187       24   ->    46  
     404     26.102       0.0148296       23   ->    46  
     405     26.138       0.0000003        6   ->    40  
     406     26.371       0.0000013        3   ->    37  
     407     26.459       0.0000002       22   ->    46  
     408     26.495       0.0001055        5   ->    38  
     409     26.495       0.0000040        4   ->    38  
     410     26.495       0.0000037        5   ->    39  
     411     26.495       0.0001098        4   ->    39  
     412     26.763       0.0142369       29   ->    47  
     413     26.763       0.0143405       28   ->    47  
     414     26.777       0.0039976        5   ->    40  
     415     26.777       0.0040760        4   ->    40  
     416     26.957       0.0000000       27   ->    47  
     417     26.985       0.0000111       10   ->    42  
     418     27.015       0.0000001       26   ->    47  
     419     27.025       0.0197799       10   ->    43  
     420     27.143       0.0261108        3   ->    38  
     421     27.144       0.0260585        3   ->    39  
     422     27.215       0.0000401       21   ->    46  
     423     27.215       0.0000403       20   ->    46  
     424     27.258       0.0034377       29   ->    48  
     425     27.258       0.0278306       28   ->    48  
     426     27.261       0.0277792       29   ->    49  
     427     27.261       0.0034865       28   ->    49  
     428     27.280       0.0071107       10   ->    44  
     429     27.281       0.0071093       10   ->    45  
     430     27.290       0.0099126       29   ->    50  
     431     27.290       0.0095737       28   ->    50  
     432     27.321       0.1981851       19   ->    46  
     433     27.399       0.0328147       18   ->    46  
     434     27.399       0.0328157       17   ->    46  
     435     27.402       0.0000023        2   ->    36  
     436     27.426       0.0120623        3   ->    40  
     437     27.453       0.0001536       27   ->    48  
     438     27.456       0.0001529       27   ->    49  
     439     27.484       0.0000023       27   ->    50  
     440     27.510       0.0001604       26   ->    48  
     441     27.513       0.0001588       26   ->    49  
     442     27.542       0.0000033       26   ->    50  
     443     27.692       0.0003719       25   ->    47  
     444     27.697       0.0062328        9   ->    42  
     445     27.698       0.0068466        8   ->    42  
     446     27.712       0.0064971        6   ->    41  
     447     27.725       0.1495633        2   ->    37  
     448     27.737       0.0067576        9   ->    43  
     449     27.738       0.0061551        8   ->    43  
     450     27.993       0.0000002        9   ->    44  
     451     27.993       0.0000621        8   ->    44  
     452     27.993       0.0000605        9   ->    45  
     453     27.993       0.0000001        8   ->    45  
     454     28.010       0.0037715        1   ->    36  
     455     28.017       0.0007957       24   ->    47  
     456     28.018       0.0007636       23   ->    47  
     457     28.027       0.0000001       16   ->    46  
     458     28.142       0.0167085        7   ->    42  
     459     28.182       0.0000100        7   ->    43  
     460     28.187       0.0000082       25   ->    48  
     461     28.190       0.0000093       25   ->    49  
     462     28.219       0.0000008       25   ->    50  
     463     28.266       0.0065457       29   ->    51  
     464     28.266       0.0065325       28   ->    51  
     465     28.333       0.0000029        1   ->    37  
     466     28.351       0.0280521        5   ->    41  
     467     28.351       0.0280764        4   ->    41  
     468     28.355       0.0526995       15   ->    46  
     469     28.355       0.0527534       14   ->    46  
     470     28.375       0.0000038       22   ->    47  
     471     28.437       0.0049907        7   ->    44  
     472     28.437       0.0049890        7   ->    45  
     473     28.460       0.0000001       27   ->    51  
     474     28.498       0.2504617        2   ->    38  
     475     28.498       0.2503373        2   ->    39  
     476     28.513       0.0217959       24   ->    48  
     477     28.513       0.0003967       23   ->    48  
     478     28.516       0.0004916       24   ->    49  
     479     28.516       0.0214667       23   ->    49  
     480     28.518       0.0000000       26   ->    51  
     481     28.544       0.0086044       24   ->    50  
     482     28.544       0.0088443       23   ->    50  
     483     28.631       0.4304312       13   ->    46  
     484     28.780       0.0000133        2   ->    40  
     485     28.871       0.0503145       22   ->    48  
     486     28.874       0.0498635       22   ->    49  
     487     28.902       0.0233618       22   ->    50  
     488     28.979       0.0000001       12   ->    46  
     489     29.000       0.0000001        3   ->    41  
     490     29.011       0.0079908       29   ->    52  
     491     29.011       0.0555279       28   ->    52  
     492     29.013       0.0553690       29   ->    53  
     493     29.013       0.0079608       28   ->    53  
     494     29.106       0.2194624        1   ->    38  
     495     29.106       0.2195204        1   ->    39  
     496     29.131       0.0128427       21   ->    47  
     497     29.131       0.0130175       20   ->    47  
     498     29.195       0.0000032       25   ->    51  
     499     29.205       0.0005989       27   ->    52  
     500     29.207       0.0005979       27   ->    53  
     501     29.237       0.3266613       19   ->    47  
     502     29.263       0.0006250       26   ->    52  
     503     29.265       0.0006244       26   ->    53  
     504     29.314       0.1885395       18   ->    47  
     505     29.314       0.1873846       17   ->    47  
     506     29.388       0.6521842        1   ->    40  
     507     29.395       0.0134974       11   ->    46  
     508     29.520       0.0308810       24   ->    51  
     509     29.521       0.0308802       23   ->    51  
     510     29.626       0.0074316       21   ->    48  
     511     29.626       0.1908855       20   ->    48  
     512     29.629       0.1881478       21   ->    49  
     513     29.629       0.0078478       20   ->    49  
     514     29.658       0.0172528       21   ->    50  
     515     29.658       0.0136032       20   ->    50  
     516     29.733       0.1643575       19   ->    48  
     517     29.736       0.1618558       19   ->    49  
     518     29.764       0.0028210       19   ->    50  
     519     29.810       0.1474754       18   ->    48  
     520     29.810       0.0531877       17   ->    48  
     521     29.813       0.0564911       18   ->    49  
     522     29.813       0.1473018       17   ->    49  
     523     29.841       0.1877065       18   ->    50  
     524     29.841       0.1924110       17   ->    50  
     525     29.878       0.2391501       22   ->    51  
     526     29.923       0.0114659       29   ->    54  
     527     29.923       0.0114721       28   ->    54  
     528     29.940       0.0821064       25   ->    52  
     529     29.942       0.0821950       25   ->    53  
     530     29.942       0.0000055       16   ->    47  
     531     30.118       0.0000001       27   ->    54  
     532     30.175       0.0000000       26   ->    54  
     533     30.265       0.0919625       24   ->    52  
     534     30.266       0.0022948       23   ->    52  
     535     30.268       0.0023162       24   ->    53  
     536     30.268       0.0921820       23   ->    53  
     537     30.271       0.3855965       15   ->    47  
     538     30.271       0.3811329       14   ->    47  
     539     30.354       0.2940438        2   ->    41  
     540     30.428       0.0000129        6   ->    42  
     541     30.438       0.0559417       16   ->    48  
     542     30.441       0.0585484       16   ->    49  
     543     30.468       0.0194569        6   ->    43  
     544     30.469       0.2230826       16   ->    50  
     545     30.547       0.0069508       13   ->    47  
     546     30.623       0.0408335       22   ->    52  
     547     30.625       0.0409631       22   ->    53  
     548     30.634       0.0002222       21   ->    51  
     549     30.634       0.0002208       20   ->    51  
     550     30.723       0.0396087        6   ->    44  
     551     30.723       0.0396144        6   ->    45  
     552     30.740       0.0000010       19   ->    51  
     553     30.766       0.7851439       15   ->    48  
     554     30.766       0.0062219       14   ->    48  
     555     30.769       0.0124345       15   ->    49  
     556     30.769       0.7798011       14   ->    49  
     557     30.798       0.3972446       15   ->    50  
     558     30.798       0.4138665       14   ->    50  
     559     30.817       0.0036566       18   ->    51  
     560     30.817       0.0036785       17   ->    51  
     561     30.853       0.0035898       25   ->    54  
     562     30.895       0.0000013       12   ->    47  
     563     30.962       0.0000003        1   ->    41  
     564     31.003       0.0000005       10   ->    46  
     565     31.043       0.0068407       13   ->    48  
     566     31.046       0.0067536       13   ->    49  
     567     31.067       0.0099992        5   ->    42  
     568     31.067       0.0111144        4   ->    42  
     569     31.074       0.0001173       13   ->    50  
     570     31.107       0.0134539        5   ->    43  
     571     31.107       0.0123868        4   ->    43  
     572     31.178       0.1148318       24   ->    54  
     573     31.178       0.1148150       23   ->    54  
     574     31.311       0.0112143       11   ->    47  
     575     31.362       0.0000210        5   ->    44  
     576     31.362       0.0717955        4   ->    44  
     577     31.362       0.0718004        5   ->    45  
     578     31.362       0.0000209        4   ->    45  
     579     31.379       0.0005162       21   ->    52  
     580     31.379       0.0175795       20   ->    52  
     581     31.381       0.0173001       21   ->    53  
     582     31.381       0.0005063       20   ->    53  
